"folio","dif_inf","dif_url","portinte","edo_fina","pre_serv","pln_prog","in_efi","re_hid","di_tari","ben_subs","obr_proc","di_otro","d_otr_es","sif_opn","opn_impl","opn_bita","opn_moni","opn_apcu","opn_entr","opn_apen","opn_otrm","opin_esp","rep_quej","fuga_pro","atn_most","carc_liq","opn_otro","es_ot_as"
"20216","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20217","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20218","2","","0","","","","","","","","","","","1","","","","","","","1","CONSULTA EN ASAMBLEA GENERAL","1","","","","",""
"20219","0","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20220","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20221","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20222","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20223","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20224","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20225","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20226","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20227","2","","0","","","","","","","","","","","1","","","","","","1","","","1","","","","",""
"20228","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20229","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20230","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20231","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20232","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20233","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20234","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20235","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20236","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20237","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20238","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20239","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20240","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20241","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20242","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20243","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20244","2","","0","","","","","","","","","","","1","","","1","","","","","","1","1","","","",""
"20245","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20246","0","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20247","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20248","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20249","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20250","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20251","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20252","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20253","2","","0","","","","","","","","","","","1","","","","","","","1","ASAMBLEAS GENERAL DE  USUARIOS DEL AGUA POTABLE.","1","","","","",""
"20254","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20255","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20256","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20257","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20258","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20259","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20260","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20261","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20262","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20263","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20264","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20265","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20266","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20267","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20268","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20269","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20270","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20271","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20272","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20273","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20274","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20275","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20276","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20277","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20278","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20279","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20280","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20281","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20282","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20283","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20284","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20285","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20286","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20287","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20288","0","","0","","","","","","","","","","","1","","","","","","","1","SE RECABABAN LAS OPINIONES CUANDO SE HACIAN ASAMBLEAS.","1","","","","",""
"20289","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20290","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20291","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20292","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20293","0","HTTPS://WWW.FACEBOOK.COM/MUNICIPIODESANPABLOETLA/","2","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20294","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20295","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20296","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20297","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20298","1","FACEBOOK.COM/PRESIDENCIA-MITLA-OFICIAL-1185648558187626/","2","","","1","","","","","1","","","2","","","","","","","","","","","","","",""
"20299","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20300","2","","0","","","","","","","","","","","1","","","","","","","1","REUNIONES PRECENCIALES CON LOS REPRESENTANTES DE COLONIAS Y BARRIOS, LOS CUALES CAPTAN QUEJAS Y SUGERENCIAS DE LOS CIUDADANOS.","1","1","","1","",""
"20301","1","","2","","1","1","","","","1","1","","","1","","","","","","1","1","REUNIONES CON BENEFICIARIOS","","1","","1","",""
"20302","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20303","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20304","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20305","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20306","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20307","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20308","2","","0","","","","","","","","","","","1","","","","","1","","","","1","","","","",""
"20309","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20310","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20311","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20312","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20313","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20314","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20315","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20316","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20317","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20318","1","","1","","","","","1","1","","1","","","1","1","","","","","","","","1","","","","",""
"20319","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20320","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20321","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20322","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20323","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20324","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20325","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20326","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20327","2","","0","","","","","","","","","","","1","","","","","","1","","","1","","","","",""
"20328","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20329","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20330","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20331","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20332","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20333","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20334","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20335","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20336","2","","0","","","","","","","","","","","1","","","","","","","1","EN LAS ASAMBLEAS GENERALES SE LES SOLICITA LA OPINIÓN DE ESTOS SERVICIOS.","1","","","","",""
"20337","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20338","1","MUNICIPIOVILLADEETLA.COM","2","","","","","","1","1","1","","","1","","","","","1","","","","1","1","1","1","",""
"20339","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20340","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20341","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20342","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20343","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20344","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20345","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20346","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20347","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20348","2","","0","","","","","","","","","","","1","","","1","","","","","","1","1","","","",""
"20349","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20350","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20351","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20352","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20353","0","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20354","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20355","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20356","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20357","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20358","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20359","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20360","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20361","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20362","0","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20363","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20364","1","","2","","1","1","1","","","","1","","","1","","","","","1","","","","1","1","","","",""
"20365","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20366","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20367","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20368","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20369","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20370","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20371","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20372","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20373","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20374","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20375","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20376","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20377","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20378","2","","0","","","","","","","","","","","1","","","","","1","","","","1","","","","",""
"20379","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20380","2","","0","","","","","","","","","","","1","","","","","","1","","","1","","","","",""
"20381","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20382","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20383","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20384","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20385","1","HTTPS://WWW.XOXOCOTLAN.GOB.MX","2","","","","","","","","1","","","1","","","1","","","","","","","1","1","1","",""
"20386","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20387","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20388","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20389","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20390","1","H.AYUNTAMIENTO DE SANTA LUCIA DEL CAMINO","2","","","","","","","","1","","","1","","1","","","1","","","","","1","","","",""
"20391","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20392","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20393","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20394","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20395","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20396","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20397","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20398","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20399","0","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20400","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20401","1","HTTPS://WWW.OAXACA.GOB.MX/CEA/","1","","","","","1","1","","1","","","1","1","","","","","","","","1","","","","",""
"20402","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20403","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20404","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20405","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20406","2","","0","","","","","","","","","","","1","","","","","1","","","","","","1","","",""
"20407","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20408","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20409","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20410","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20411","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20412","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20413","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20414","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20415","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20416","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20417","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20418","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20419","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20420","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20421","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20422","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20423","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20424","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20425","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20426","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20427","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20428","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20429","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20430","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20431","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20432","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20433","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20434","2","","0","","","","","","","","","","","1","","","","","1","","","","1","1","","","",""
"20435","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20436","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20437","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20438","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20439","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20440","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20441","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20442","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20443","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20444","2","","0","","","","","","","","","","","1","","","","","","","1","ASAMBLEA COMUNITARIA","1","","","","",""
"20445","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20446","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20447","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20448","2","","0","","","","","","","","","","","1","","","","","","","1","ASAMBLEAS GENERALES","1","","","","",""
"20449","2","","0","","","","","","","","","","","1","","","","","","","1","ASAMBLEAS GENERALES CON LA COMUNIDAD","1","","","","",""
"20450","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20451","2","","0","","","","","","","","","","","1","","","","","","","1","POR ASAMBLEA COMUNITARIA ","1","","","","",""
"20452","2","","0","","","","","","","","","","","1","","","","","","1","","","","1","","","",""
"20453","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20454","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20455","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20456","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20457","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20458","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20459","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20460","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20461","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20462","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20463","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20464","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20465","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20466","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20467","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20468","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20469","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20470","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20471","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20472","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20473","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20474","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20475","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20476","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20477","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20478","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20479","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20480","2","","0","","","","","","","","","","","1","","","","","","","1","REUNION CON LOS USUARIOS","1","","","","",""
"20481","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20482","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20483","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20484","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20485","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20486","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20487","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20488","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20489","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20490","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20491","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20492","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20493","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20494","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20495","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20496","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20497","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20498","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20499","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20500","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20501","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20502","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20503","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20504","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20505","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20506","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20507","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20508","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20509","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20510","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20511","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20512","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20513","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20514","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20515","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20516","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20517","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20518","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20519","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20520","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20521","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20522","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20523","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20524","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20525","0","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20526","2","","0","","","","","","","","","","","1","","1","1","","","","","","1","","","","",""
"20527","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20528","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20529","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20530","2","","0","","","","","","","","","","","1","","","1","","1","","","","1","1","","","",""
"20531","2","","0","","","","","","","","","","","1","","","","","","","1","PERSONALMENTE","1","1","","","",""
"20532","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20533","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20534","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20535","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20536","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20537","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20538","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20539","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20540","2","","0","","","","","","","","","","","1","","","1","","","","","","","1","","","",""
"20541","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20542","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20543","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20544","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20545","2","","0","","","","","","","","","","","1","","","","","","","1","VERIFICACIONES","","1","","","",""
"20546","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20547","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20548","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20549","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20550","2","","0","","","","","","","","","","","1","1","","","","","","","","","1","","","",""
"20551","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20552","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20553","0","","0","","","","","","","","","","","1","","","","","","","1","POR MEDIO DE ASAMBLEAS","1","","","","",""
"20554","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20555","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20556","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20557","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20558","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20559","2","","0","","","","","","","","","","","1","","","","","","","1","MONITOREO EN CAMPO A LA POBLACION POR EL PROBLEMA DE ESTIAGE.","1","","","","",""
"20560","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20561","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20562","0","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20563","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20564","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20565","2","","0","","","","","","","","","","","1","","1","1","","","","1","VIA WHATSAPP, ATENCION TELEFONICA, FACEBOOK","1","1","1","","",""
"20566","2","","0","","","","","","","","","","","1","","","","","1","","","","1","","","","",""
"20567","0","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20568","0","","0","","","","","","","","","","","1","","","","","","","1","ASAMBLEA GENERAL DE LA POBLACION","1","","","","",""
"20569","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"20570","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21001","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21002","2","","0","","","","","","","","","","","1","","","","","1","","","","","1","","","",""
"21003","1","HTTPS://WWW.ACATLANSOSAPAMA.GOB.MX","1","1","1","","","","","","1","","","2","","","","","","","","","","","","","",""
"21004","1","HTTPS://WWW.MUNICIPIODEACATZINGO.COM/","2","1","1","1","1","","","","1","","","1","1","","","1","","","","","1","1","","","",""
"21005","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
